region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,1878.2220605644397,0.458500048428773,52248576.0,52150272.0,0.9981185324553151
mlp,16,2218.2269300101325,0.541499951571227,151289856.0,301989888.0,1.996101364522417
