region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,9173.11363707995,0.4449871566400741,212140032.0,211746816.0,0.9981464318813716
mlp,32,11441.219833446667,0.5550128433599258,303169536.0,1207959552.0,3.9844357976653697
