region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,19727.396388188936,0.5736186856296602,26591232.0,26492928.0,0.9963031423290203
mlp,16,14663.73640159145,0.42638131437033977,881188864.0,880803840.0,0.9995630630211868
