region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,4368.15416906029,0.4342153063048088,53035008.0,52936704.0,0.9981464318813716
mlp,32,5691.726506804116,0.5657846936951912,302284800.0,301989888.0,0.9990243902439024
