region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,15148.302185581997,0.5818594881585055,105054208.0,104923136.0,0.9987523393636931
mlp,16,10885.993883945048,0.41814051184149453,1074135040.0,1073741824.0,0.999633923123856
