region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,6573.636567394715,0.49124336275350305,98648064.0,98549760.0,0.9990034877927254
mlp,32,6807.992714166176,0.508756637246497,302284800.0,301989888.0,0.9990243902439024
