region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,13890.163719886914,0.5598288088548313,35848192.0,35717120.0,0.9963436928702011
mlp,16,10921.284887590446,0.44017119114516867,1074135040.0,1073741824.0,0.999633923123856
