region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,16305.52369914949,0.5222576807517921,276168704.0,275906560.0,0.9990507831039392
mlp,16,14915.69965495728,0.47774231924820787,3221880832.0,3221225472.0,0.9997965908628615
