region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,7266.399346408434,0.5471226020976993,105054208.0,104923136.0,0.9987523393636931
mlp,16,6014.717753394507,0.45287739790230075,1074135040.0,1073741824.0,0.999633923123856
