region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,3964.132510125637,0.5174551430871294,58490880.0,58294272.0,0.9966386554621849
mlp,16,3696.6909701004624,0.4825448569128706,1611071488.0,1610612736.0,0.9997152503762763
