region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,1894.9175195302814,0.5491262199796072,26124288.0,26075136.0,0.9981185324553151
mlp,16,1555.8692952035926,0.4508737800203928,151142400.0,150994944.0,0.9990243902439024
