region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,6536.688970867544,0.4924513698528358,157581312.0,157384704.0,0.9987523393636931
mlp,16,6737.086615990847,0.5075486301471642,1611071488.0,1610612736.0,0.9997152503762763
