region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,5220.078395563178,0.3669463984553588,26124288.0,26075136.0,0.9981185324553151
mlp,16,9005.646172212437,0.6330536015446412,151142400.0,150994944.0,0.9990243902439024
