region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,9106.049333116971,0.5236779646229811,53182464.0,52985856.0,0.9963031423290203
mlp,16,8282.593971118331,0.47632203537701895,881573888.0,1761607680.0,1.9982530154069174
