region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,6410.559257492423,0.5533343446301395,135331840.0,135200768.0,0.9990314769975787
mlp,16,5174.76762435399,0.44666565536986047,1074135040.0,1073741824.0,0.999633923123856
