region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,8079.190400778316,0.5283343911677484,140902400.0,140640256.0,0.998139534883721
mlp,16,7212.622011662461,0.47166560883225156,1074528256.0,2147483648.0,1.9985362283483776
