region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,15314.306160900742,0.5525369232600847,139329536.0,139067392.0,0.9981185324553151
mlp,16,12402.042767498642,0.44746307673991526,3221880832.0,3221225472.0,0.9997965908628615
