region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,3860.767232021317,0.852398336003546,39002112.0,38952960.0,0.9987397605545053
mlp,16,668.5321212862618,0.14760166399645405,151142400.0,150994944.0,0.9990243902439024
