region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,144.2316340107704,0.010882483417947996,3194880.0,3096576.0,0.9692307692307692
mlp,32,13109.327178943226,0.9891175165820519,302284800.0,301989888.0,0.9990243902439024
