region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,7728.153812466189,0.5426025073034136,105054208.0,104923136.0,0.9987523393636931
mlp,16,6514.599784219172,0.45739749269658636,1074135040.0,1073741824.0,0.999633923123856
