region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,4773.440156714059,0.5722354882611831,52248576.0,52150272.0,0.9981185324553151
mlp,16,3568.300708080642,0.4277645117388169,881188864.0,880803840.0,0.9995630630211868
