region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,5292.036594473757,0.44871417577605477,78692352.0,78594048.0,0.9987507807620237
mlp,32,6501.744124223478,0.5512858242239452,302284800.0,301989888.0,0.9990243902439024
