region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,4826.706118881702,0.6528136367299348,27475968.0,27377664.0,0.9964221824686941
mlp,32,2566.9907148112543,0.3471863632700653,302284800.0,301989888.0,0.9990243902439024
