region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,1882.059725583531,0.45492843405992095,39395328.0,39346176.0,0.9987523393636931
mlp,16,2254.9859824357554,0.545071565940079,151142400.0,150994944.0,0.9990243902439024
