region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,6000.774493557401,0.48624708563380176,53035008.0,52936704.0,0.9981464318813716
mlp,32,6340.2238812414,0.5137529143661982,302284800.0,301989888.0,0.9990243902439024
