region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,14961.680261068977,0.575153984374184,70909952.0,70647808.0,0.9963031423290203
mlp,16,11051.666890387423,0.42484601562581603,3221880832.0,3221225472.0,0.9997965908628615
