region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,8,286.21242522896506,0.6569272122861596,1056.0,992.0,0.9393939393939394
mlp,8,149.47119371098228,0.34307278771384037,704.0,512.0,0.7272727272727273
