region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,19499.21772372909,0.5705803824285398,77905920.0,77807616.0,0.9987381703470032
mlp,16,14675.139341852628,0.42941961757146013,881188864.0,880803840.0,0.9995630630211868
