region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,24,11.520000000000003,0.6037735849056605,80160000000.0,103800000000.0,1.2949101796407185
mlp,24,7.56,0.3962264150943396,2748000000.0,522000000000.0,189.95633187772927
