region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,8467.802070546895,0.5385968366941839,52248576.0,52150272.0,0.9981185324553151
mlp,16,7254.165630787611,0.4614031633058161,881188864.0,880803840.0,0.9995630630211868
