region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,3580.236328241881,0.5205479649248381,34832384.0,34766848.0,0.9981185324553151
mlp,16,3297.5858312565833,0.4794520350751619,268632064.0,268435456.0,0.9992681141741888
