region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,6894.5613203104585,0.5340342363844346,311623680.0,311230464.0,0.9987381703470032
mlp,16,6015.774479485117,0.4659657636155654,882343936.0,3523215360.0,3.9930181602109407
