region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,15817.638662061654,0.5401716153398652,207749120.0,207486976.0,0.9987381703470032
mlp,16,13464.978589327075,0.45982838466013476,3221880832.0,3221225472.0,0.9997965908628615
