region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,2450.073124084156,0.5400236777011819,38952960.0,38903808.0,0.9987381703470032
mlp,16,2086.90039254725,0.45997632229881813,151142400.0,150994944.0,0.9990243902439024
