region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,7242.692600237206,0.5404433907283148,70451200.0,70320128.0,0.998139534883721
mlp,16,6158.697303850204,0.4595566092716852,1074135040.0,1073741824.0,0.999633923123856
