region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,5282.225366681814,0.453312756538953,53035008.0,52936704.0,0.9981464318813716
mlp,32,6370.271260617301,0.546687243461047,302284800.0,301989888.0,0.9990243902439024
