region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,23985.379879712127,0.5397875962949391,212533248.0,212140032.0,0.9981498612395929
mlp,32,20449.468279723078,0.46021240370506095,303169536.0,1207959552.0,3.9844357976653697
