region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,32,1307.905409128197,0.14823177690692643,53035008.0,52936704.0,0.9981464318813716
mlp,32,7515.475355911277,0.8517682230930737,302284800.0,301989888.0,0.9990243902439024
