region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,2750.6014683749527,0.49639444934113186,139329536.0,139067392.0,0.9981185324553151
mlp,16,2790.559340384789,0.5036055506588681,3221880832.0,3221225472.0,0.9997965908628615
