region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,1735.0902683101594,0.4618628388412367,38952960.0,38903808.0,0.9987381703470032
mlp,16,2021.6316898004152,0.5381371611587633,151142400.0,150994944.0,0.9990243902439024
