region,count,latency_ms,latency_share,bytes_moved,flops,arithmetic_intensity
attention,16,8304.242033336777,0.5388713699464782,77905920.0,77807616.0,0.9987381703470032
mlp,16,7106.192620412912,0.4611286300535218,881188864.0,880803840.0,0.9995630630211868
